"blues";39.8081;-13.3812;-4.52455;-1.01323;-0.927825;-2.49167;-0.999318;-0.221867;-1.01411;-2.75393;-2.14834;-1.31747;-0.796626;-2.33379;-2.72007;-1.75405;-0.147438;0.6132;2.85612;5.25701;6.00208;4.86913;1.74636;-0.683284;-2.20578;
"blues";32.147;-11.1259;-2.75418;-1.78302;-0.0502445;-2.36096;-0.697641;-0.487916;-0.296507;-2.53391;-1.63395;-1.07391;-0.770617;-1.52784;-2.79324;-1.17522;0.181321;-0.470757;3.44182;3.44539;5.06309;4.16325;1.16058;-0.103033;-1.95836;
"blues";26.6054;-10.8853;-2.9523;-0.236017;-0.681336;0.751235;1.45142;-0.181158;-2.01947;-2.46597;-3.57476;-2.74719;-0.799576;-0.0762244;0.916164;-0.58415;-0.4907;1.34126;1.11035;0.4276;3.66356;3.82703;2.05011;-0.42212;-0.72701;
"blues";30.7911;-9.95979;-3.59634;-0.818649;-0.951463;-1.75344;-0.957801;-0.0361866;-0.943724;-1.93717;-1.83084;-0.939306;-0.838142;-1.57175;-2.4427;-1.30959;-0.26071;0.517164;2.31609;3.97549;4.91324;3.75376;1.50245;-0.251866;-1.97205;
"blues";21.4325;-7.15906;-1.7233;-1.63429;0.320116;-1.54901;-0.396226;-1.16326;0.762216;-2.09557;-1.35079;-0.164498;-1.03911;-0.985741;-1.71865;-1.18188;-0.154668;0.528611;1.47905;2.84979;3.26309;2.72643;1.22014;-0.035383;-1.2903;
"blues";29.4852;-9.77592;-3.05902;-1.06678;-0.66184;-2.00321;-0.579318;-0.420813;-0.458251;-1.9046;-1.89062;-1.17064;-0.411874;-1.35442;-2.64327;-1.41192;0.105145;0.535449;1.73611;4.24162;4.36779;3.68133;1.63326;-0.40985;-1.79032;
"blues";30.4691;-11.0633;-2.34068;-0.37264;-1.51179;-2.74021;0.305744;0.109005;-1.82442;-1.78462;-0.778189;-1.18979;-1.00164;-1.16577;-2.555;-1.6641;-0.544634;1.00403;2.86409;3.00266;4.74353;3.61055;2.07317;-0.845607;-1.90854;
"blues";25.9088;-12.3485;-0.0588497;2.07963;0.0246486;-2.5615;-2.70105;-1.77832;0.0860145;-0.551428;-1.21256;0.0577932;0.336667;-2.35064;-3.73297;-3.4634;1.15693;2.77002;3.24452;1.86456;2.96223;3.98192;0.412194;-0.174102;-1.05095;
"blues";28.8238;-9.25766;-3.21264;-0.763765;-1.1812;-1.49184;-0.738309;-0.146025;-0.666195;-2.31409;-1.37655;-1.36883;-0.642436;-1.60312;-1.90839;-1.32863;-0.471239;0.668042;2.24851;3.61212;4.4484;3.78601;1.82596;-0.678599;-1.88524;
"blues";18.0173;-8.33422;1.62818;-0.0203805;-2.52922;-1.68635;0.941846;0.194753;-1.11707;-1.46238;-0.512516;-0.107064;-1.99148;-2.97364;1.43465;1.1554;-1.21691;-2.80733;1.48228;5.06398;2.73528;0.982043;0.684524;1.31806;-1.10198;
"blues";32.8453;-12.4546;-2.82849;0.191418;-1.40941;-2.21898;-1.44563;-0.278315;-0.447352;-1.03754;-1.27384;-1.66225;-1.80128;-1.4512;-1.00739;-1.40043;-1.15207;0.11743;2.30341;4.17786;5.48652;4.42148;0.884512;-1.51474;-1.64612;
"blues";34.3863;-11.1555;-4.27682;-0.565033;-1.17449;-1.94504;-1.03682;-0.109937;-0.93579;-2.2669;-2.06125;-0.969339;-0.886115;-1.92605;-2.46037;-1.54916;-0.283806;0.723382;2.40551;4.52735;5.45003;4.07942;1.72691;-0.468064;-2.1458;
"blues";33.5771;-10.2556;-2.94252;-1.88132;-2.61092;-0.687018;0.00752404;-1.11751;-0.434833;-2.31185;-4.31994;-0.00333576;0.569026;-3.198;-2.99125;-0.230182;-1.45058;0.973884;3.99225;3.69362;3.98199;5.45066;2.94132;-1.24571;-2.78483;
"blues";33.1677;-9.91438;-5.10301;0.33406;0.0564673;-3.3424;-0.168788;-1.70336;0.395727;-2.37956;-2.48355;-2.46953;-1.73061;-0.664943;-2.09199;-0.822237;-0.983797;1.26586;1.51127;4.33463;7.1693;3.43351;2.53129;-1.95381;-1.51812;
"blues";41.0438;-14.654;-4.49973;0.532113;-0.7258;-2.07969;-2.14222;-1.26709;-0.410139;-1.32919;-3.85263;-3.09027;0.439853;-2.35041;-3.89585;0.265157;-0.467904;0.0525454;2.93334;5.85958;6.21965;5.55009;1.17158;-0.602083;-2.78006;
"blues";37.1493;-11.5856;-4.63618;-0.224201;-1.90531;-2.47332;0.313229;-0.276008;-2.17877;-2.35342;-2.0176;-1.6692;-2.19504;-1.44964;-1.97461;-0.884775;-1.0578;0.221073;3.47962;4.76049;5.77941;5.30529;1.80851;-0.90617;-2.54925;
"blues";38.4912;-13.1388;-4.56683;0.720348;0.141362;-2.94455;-3.42987;-0.87836;0.148229;-1.41598;-2.81588;-1.78198;-0.620022;-3.19683;-2.61926;-0.974888;-0.72372;0.554115;2.89372;5.88934;6.77889;4.44075;1.62679;-1.4481;-2.62127;
"blues";32.7531;-12.8344;-3.49306;-0.626545;-2.22789;-1.61109;0.62602;1.21368;-1.5154;-3.14357;-0.547447;0.544194;-1.44787;-2.42127;-0.962951;-0.287802;-0.842118;-1.27436;2.20077;4.6352;3.81575;2.33542;1.81951;0.617344;-2.04829;
"blues";39.7887;-12.511;-4.99562;-1.05508;-1.44685;-2.41929;-0.6947;0.0792915;-1.14847;-2.45307;-3.71832;-0.919059;-0.259601;-2.29361;-3.49371;-1.07855;-0.107816;0.502974;2.5226;5.56098;6.32724;4.64053;2.12012;-0.426696;-2.36164;
"blues";34.2543;-14.9873;-5.24984;-0.446593;-0.475001;-0.287454;0.297655;1.18434;1.42265;-4.196;-4.22067;-1.16407;0.675034;-0.0453013;-1.10373;0.04723;-0.0384493;-0.606056;0.773175;1.66425;3.03175;3.94696;3.01055;-1.45707;-1.64085;
"blues";34.2643;-11.7868;-3.26231;-0.495696;-1.76774;-1.92581;-1.76933;0.0551652;-0.4326;-1.0125;-1.67075;-3.14731;-0.911797;-0.904758;-2.34659;-0.781597;-0.0615502;-1.26074;1.76796;5.07896;7.65156;3.36583;0.2495;0.533255;-3.00725;
"blues";35.2672;-10.9555;-5.08613;-1.58411;-1.50523;-1.92605;-0.822075;-0.0452404;0.0242927;-1.90027;-1.73012;-0.880255;-1.62814;-1.25595;-2.39902;-0.0748627;-1.38793;-1.17571;2.41555;5.40577;5.40587;4.49355;1.3074;-1.37786;-1.83012;
"blues";39.4659;-13.0913;-4.97699;0.3206;-3.07241;-4.63761;-0.926196;3.60555;-0.382312;-4.10371;-3.22421;0.614076;0.180899;-1.68745;-3.74117;-2.86742;-0.370143;1.60973;2.66652;3.81327;5.45734;6.02781;2.39326;-0.446989;-4.79154;
"blues";37.7662;-12.1021;-5.9175;-1.56272;-1.08491;-0.867909;-0.174492;-0.565342;-0.877025;-1.904;-3.78601;-0.915978;0.0567723;-2.23376;-2.16842;-1.02883;-0.717103;1.4884;0.587338;5.20229;5.72917;3.88159;1.64504;0.186453;-2.11653;
"blues";37.5695;-12.0488;-4.08609;-2.34297;-1.04836;-2.58977;-1.70644;0.14386;0.114132;-3.1545;-0.686843;0.423171;-1.68496;-1.42225;-3.38558;-3.47618;-0.122107;1.4841;2.78918;4.92501;4.85348;5.38412;1.87015;-1.51969;-2.58956;
"blues";36.0306;-11.2482;-4.10386;-0.83124;-0.980848;-1.8922;-2.01146;-0.567412;-1.16019;-2.60502;-0.754069;-0.69366;-1.59193;-2.80031;-2.44674;-2.05246;-0.947155;1.90245;3.03789;4.15499;7.49682;3.64168;0.385953;0.846616;-1.83224;
"blues";40.5373;-11.1077;-6.07493;-0.419268;-0.764004;-2.54594;-1.60478;0.101434;-1.53952;-3.70431;-2.62754;-2.20407;-1.30502;-3.54382;-1.75122;0.0161134;-1.54011;0.315105;3.54153;6.20181;7.1857;5.71314;1.10924;-0.22486;-2.0378;
"blues";35.8038;-13.1865;-3.54518;-0.249077;1.08611;-1.84179;-1.95022;0.890212;-1.17175;-3.60353;-3.59054;-3.50672;-1.02159;-1.00297;-1.3733;0.0172331;0.291344;-0.55031;2.73361;4.05871;5.35458;5.09937;2.45105;-1.66212;-1.11867;
"blues";36.5206;-12.1266;-3.37356;-2.23592;-0.953721;-1.754;1.25169;0.984778;-2.63591;-4.46327;-2.46151;-2.79622;-1.31686;0.335952;-2.15816;-2.07082;0.113905;2.39175;1.48549;3.20946;5.70546;4.85511;2.95499;0.017469;-3.16453;
"blues";28.1321;-9.31686;-3.38153;-0.519617;-1.05427;-1.7027;-0.645282;0.160245;-0.714908;-1.80398;-2.21676;-0.558815;-0.288648;-1.61699;-2.17828;-1.58437;0.258556;0.0218382;2.80609;2.61567;4.58578;3.37143;1.73133;-0.351941;-1.64285;
"blues";23.8824;-7.83478;-0.672268;-1.64129;-1.52597;-0.823937;0.312288;-0.870327;-1.95179;-0.554776;-2.33651;-1.16587;-0.803025;-1.75419;-0.852799;-2.12505;0.786669;0.463461;0.877414;4.53922;4.18557;2.18512;2.08907;0.0585151;-1.30291;
"blues";27.5948;-9.38562;-1.91083;-1.27036;-0.992175;-1.06963;-1.28914;-0.149794;-0.973801;-2.60083;0.119213;-1.59235;-1.59581;-0.589852;-2.11461;-2.48828;0.180324;1.32389;2.02476;3.27373;4.61632;3.51845;1.27539;0.0350294;-2.10267;
"blues";26.6659;-11.0561;-3.28613;-0.706705;-0.611795;-2.11017;-0.375831;-0.118969;0.67866;-0.739509;-0.41569;0.0623418;-0.138522;-1.51852;-1.7258;-0.912318;-1.09292;-0.0442353;0.670227;3.59439;3.06062;2.4963;0.568327;-0.0917593;-1.84467;
"blues";28.4409;-8.89905;-3.36661;-0.664936;-1.20775;-1.828;-0.468655;-0.0921408;-0.865918;-1.73262;-2.34786;-0.605975;-0.35256;-1.69337;-2.36541;-1.68031;0.267274;0.405511;2.19311;3.91698;3.92452;4.02923;1.57298;-0.229677;-1.9223;
"blues";22.3828;-9.50325;0.444918;-0.543514;-0.298842;-1.17418;-0.53608;-1.95418;-1.38661;-0.736429;-0.701323;-0.0570489;-0.57276;-2.42885;-2.94729;-0.645055;0.518549;0.571117;1.72079;4.52697;2.83283;1.51206;0.58782;1.45549;-0.103958;
"blues";27.054;-8.51069;-2.62967;-1.29291;-0.956488;-1.53492;-1.09953;0.925579;-0.991406;-2.98673;-0.962681;-0.904368;-0.47428;-1.9111;-2.10596;-0.743089;-1.10429;1.18884;1.95465;3.88216;3.52663;3.81949;2.01188;-0.729544;-1.3695;
"blues";35.4389;-11.5202;-4.35005;-1.12229;-1.63837;-2.06057;-0.755774;0.405481;-0.994483;-2.20199;-1.93505;-0.855764;-0.798904;-1.60065;-2.71896;-1.69246;-0.260442;0.322563;2.45334;4.57613;5.34146;4.39105;1.72079;-0.533841;-2.58995;
